Unnamed: 0;type;subtype;bedroomCount;bathroomCount;province;locality;postCode;habitableSurface;buildingCondition;buildingConstructionYear;facedeCount;floodZoneType;heatingType;kitchenType;hasLivingRoom;toiletCount;hasTerrace;epcScore;price
220263;HOUSE;HOUSE;4.0;1.0;Antwerp;MOL;2400;201.0;GOOD;1965.0;3.0;NON_FLOOD_ZONE;FUELOIL;INSTALLED;;2.0;;D;279000.0
220265;HOUSE;HOUSE;4.0;2.0;Antwerp;Mol;2400;171.0;TO_RENOVATE;1961.0;4.0;NON_FLOOD_ZONE;;INSTALLED;;2.0;;F;249000.0
220266;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;141.0;TO_RENOVATE;1953.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;;D;249000.0
220267;HOUSE;HOUSE;4.0;1.0;Antwerp;MOL;2400;195.0;TO_RENOVATE;1966.0;4.0;NON_FLOOD_ZONE;;INSTALLED;;1.0;;F;289000.0
220268;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Mol;2400;90.0;GOOD;2004.0;;;GAS;;TRUE;1.0;TRUE;C;235000.0
220269;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Mol;2400;60.0;AS_NEW;2015.0;;;GAS;;TRUE;1.0;TRUE;A;235000.0
220270;HOUSE;HOUSE;5.0;1.0;Antwerp;Mol;2400;295.0;AS_NEW;2010.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;2.0;TRUE;B;415000.0
220271;APARTMENT;APARTMENT;2.0;1.0;Antwerp;MOL;2400;109.0;;2021.0;4.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;TRUE;A;451500.0
220274;HOUSE;HOUSE;4.0;1.0;Antwerp;MOL;2400;140.0;TO_RENOVATE;1930.0;3.0;NON_FLOOD_ZONE;;INSTALLED;;1.0;;F;215000.0
220276;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Mol;2400;120.0;AS_NEW;2024.0;;;;;TRUE;1.0;TRUE;;450160.0
220277;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Mol;2400;77.0;GOOD;2003.0;2.0;;GAS;;TRUE;1.0;TRUE;B;229000.0
220278;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;69.0;GOOD;1993.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;1.0;;C;165000.0
220281;HOUSE;VILLA;4.0;2.0;Antwerp;Mol;2400;237.0;AS_NEW;1975.0;4.0;NON_FLOOD_ZONE;ELECTRIC;HYPER_EQUIPPED;;2.0;TRUE;E;559000.0
220282;HOUSE;HOUSE;3.0;1.0;Antwerp;MOL;2400;201.0;TO_RENOVATE;1970.0;4.0;NON_FLOOD_ZONE;FUELOIL;SEMI_EQUIPPED;TRUE;1.0;;E;350000.0
220283;APARTMENT;GROUND_FLOOR;2.0;1.0;Antwerp;Mol;2400;103.0;GOOD;2008.0;;NON_FLOOD_ZONE;GAS;;TRUE;1.0;TRUE;B;264000.0
220286;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;143.0;TO_BE_DONE_UP;1964.0;4.0;;;HYPER_EQUIPPED;;1.0;;F;220000.0
220287;HOUSE;HOUSE;3.0;1.0;Antwerp;MOL;2400;152.0;;1954.0;3.0;NON_FLOOD_ZONE;GAS;;;1.0;;F;229000.0
220288;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;220.0;TO_BE_DONE_UP;1965.0;4.0;;FUELOIL;INSTALLED;TRUE;2.0;TRUE;F;265000.0
220289;HOUSE;VILLA;5.0;1.0;Antwerp;Mol;2400;486.0;GOOD;1977.0;4.0;;GAS;;TRUE;3.0;;C;750000.0
220294;HOUSE;HOUSE;3.0;2.0;Antwerp;Mol;2400;241.0;AS_NEW;1974.0;;;;;;3.0;TRUE;B;798495.0
220296;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;159.0;;1958.0;4.0;NON_FLOOD_ZONE;FUELOIL;INSTALLED;;2.0;;D;499000.0
220298;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;205.0;JUST_RENOVATED;1936.0;3.0;NON_FLOOD_ZONE;GAS;;;2.0;TRUE;C;325000.0
220307;HOUSE;HOUSE;4.0;1.0;Antwerp;Mol;2400;147.0;TO_BE_DONE_UP;1930.0;;;GAS;USA_UNINSTALLED;TRUE;1.0;;E;225000.0
220309;APARTMENT;GROUND_FLOOR;2.0;1.0;Antwerp;Mol;2400;93.0;GOOD;2025.0;;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;;1.0;TRUE;;290000.0
220320;HOUSE;HOUSE;5.0;1.0;Antwerp;Mol;2400;300.0;;1965.0;3.0;NON_FLOOD_ZONE;GAS;;;2.0;TRUE;C;520000.0
220321;HOUSE;HOUSE;3.0;1.0;Antwerp;Mol;2400;190.0;GOOD;2005.0;3.0;;;INSTALLED;TRUE;2.0;TRUE;B;349000.0
220325;APARTMENT;FLAT_STUDIO;1.0;1.0;Antwerp;Mol;2400;52.0;GOOD;2018.0;2.0;;GAS;;;1.0;TRUE;A;209000.0
220326;HOUSE;HOUSE;2.0;1.0;Antwerp;Mol;2400;173.0;GOOD;1946.0;4.0;;;;TRUE;1.0;;D;315000.0
220330;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Mol;2400;68.0;GOOD;2025.0;;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;;1.0;TRUE;;229000.0
220331;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Mol;2400;91.0;GOOD;2025.0;;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;;1.0;TRUE;;285000.0
220332;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Mol;2400;143.0;GOOD;2025.0;;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;;1.0;TRUE;;355000.0
220340;APARTMENT;DUPLEX;3.0;1.0;Antwerp;Mol;2400;210.0;TO_BE_DONE_UP;1990.0;;;GAS;;TRUE;1.0;TRUE;B;274000.0
220341;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Mol;2400;119.0;AS_NEW;2009.0;;;GAS;;TRUE;2.0;TRUE;B;327000.0
220345;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Mol;2400;36.0;;2005.0;;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;;1.0;TRUE;D;125000.0
220357;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Mol;2400;92.0;GOOD;1981.0;2.0;;GAS;;;2.0;;B;174000.0
220360;HOUSE;HOUSE;3.0;2.0;Antwerp;Mol;2400;192.0;GOOD;1936.0;3.0;;;;TRUE;2.0;TRUE;;339000.0
220361;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Mol;2400;51.0;AS_NEW;2018.0;;;;;TRUE;1.0;;A;225000.0
220381;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Mol;2400;63.0;TO_BE_DONE_UP;1996.0;2.0;;GAS;;;1.0;;B;185000.0
220523;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;88.0;GOOD;2010.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;1.0;TRUE;A;449000.0
220525;APARTMENT;FLAT_STUDIO;1.0;1.0;Antwerp;Antwerpen;2000;32.0;AS_NEW;2016.0;4.0;;GAS;NOT_INSTALLED;;1.0;;A;140000.0
220527;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;44.0;AS_NEW;2023.0;;;;HYPER_EQUIPPED;;1.0;TRUE;A;290000.0
220528;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;272.0;AS_NEW;1900.0;;;GAS;;;2.0;TRUE;B;1125000.0
220529;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;94.0;GOOD;2016.0;2.0;;GAS;INSTALLED;TRUE;1.0;TRUE;A;435000.0
220536;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;100.0;GOOD;1935.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;C;395000.0
220539;APARTMENT;APARTMENT;3.0;3.0;Antwerp;Antwerpen;2000;191.0;TO_RENOVATE;1968.0;2.0;;FUELOIL;INSTALLED;TRUE;2.0;TRUE;C;625000.0
220542;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;85.0;AS_NEW;2022.0;3.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;1.0;TRUE;A;760000.0
220546;HOUSE;HOUSE;3.0;2.0;Antwerp;Antwerpen (2000);2000;247.0;JUST_RENOVATED;1883.0;;;GAS;INSTALLED;TRUE;2.0;TRUE;C;745000.0
220547;APARTMENT;APARTMENT;2.0;1.0;Antwerp;ANTWERPEN;2000;85.0;GOOD;1963.0;;;GAS;INSTALLED;;1.0;TRUE;B;375000.0
220548;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;102.0;GOOD;1955.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;389500.0
220552;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Antwerpen;2000;156.0;AS_NEW;2024.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;;875000.0
220556;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;94.0;AS_NEW;2018.0;2.0;;;HYPER_EQUIPPED;;1.0;TRUE;;550000.0
220557;APARTMENT;DUPLEX;1.0;1.0;Antwerp;Antwerpen;2000;61.0;AS_NEW;1980.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;;C;239000.0
220560;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;85.0;GOOD;1967.0;4.0;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;B;419000.0
220566;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen (2000);2000;85.0;GOOD;2022.0;;;;;TRUE;1.0;TRUE;A;760000.0
220567;APARTMENT;APARTMENT;1.0;1.0;Antwerp;ANTWERPEN;2000;60.0;;2019.0;;NON_FLOOD_ZONE;;INSTALLED;;1.0;TRUE;A;360000.0
220569;HOUSE;HOUSE;2.0;1.0;Antwerp;ANTWERPEN;2000;86.0;GOOD;1896.0;4.0;RECOGNIZED_N_CIRCUMSCRIBED_FLOOD_ZONE;ELECTRIC;SEMI_EQUIPPED;;1.0;TRUE;;149000.0
220571;HOUSE;MIXED_USE_BUILDING;2.0;1.0;Antwerp;Antwerpen;2000;483.0;GOOD;1902.0;2.0;;GAS;NOT_INSTALLED;;4.0;TRUE;E;1150000.0
220574;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;105.0;AS_NEW;2016.0;2.0;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;A+;440000.0
220576;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;78.0;AS_NEW;2024.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;1.0;TRUE;;389000.0
220577;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;172.0;GOOD;1952.0;2.0;;GAS;INSTALLED;;1.0;;C;420000.0
220582;HOUSE;HOUSE;3.0;2.0;Antwerp;Antwerpen;2000;260.0;JUST_RENOVATED;1896.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;4.0;TRUE;B;985000.0
220584;APARTMENT;GROUND_FLOOR;2.0;1.0;Antwerp;Antwerpen (2000);2000;101.0;;1997.0;;;GAS;;;1.0;TRUE;C;399000.0
220586;APARTMENT;PENTHOUSE;2.0;2.0;Antwerp;Antwerpen;2000;136.0;AS_NEW;2020.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;2.0;TRUE;A;1200000.0
220587;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;124.0;GOOD;2007.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;2.0;TRUE;A;425000.0
220591;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;70.0;GOOD;2005.0;1.0;;GAS;;TRUE;1.0;TRUE;B;256000.0
220593;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;121.0;AS_NEW;2024.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;;895000.0
220594;APARTMENT;APARTMENT;2.0;1.0;Antwerp;ANTWERPEN;2000;160.0;AS_NEW;2012.0;;NON_FLOOD_ZONE;;INSTALLED;;2.0;TRUE;B;945000.0
220597;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;97.0;AS_NEW;2017.0;2.0;;GAS;;;1.0;TRUE;A;595000.0
220602;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;90.0;GOOD;1958.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;1.0;TRUE;C;350000.0
220603;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;116.0;GOOD;1983.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;B;350000.0
220605;APARTMENT;APARTMENT;3.0;3.0;Antwerp;Antwerpen;2000;195.0;AS_NEW;2013.0;;NON_FLOOD_ZONE;;;TRUE;2.0;;B;799000.0
220609;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;95.0;AS_NEW;1958.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;;B;329000.0
220610;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;95.0;AS_NEW;1958.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;1.0;;F;450000.0
220611;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;120.0;JUST_RENOVATED;2004.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;;B;595000.0
220612;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;148.0;AS_NEW;2020.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;A;789000.0
220613;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;109.0;AS_NEW;2025.0;4.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;1.0;TRUE;;665000.0
220614;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;109.0;AS_NEW;2025.0;4.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;1.0;TRUE;;665000.0
220618;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;101.0;GOOD;1997.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;C;399000.0
220619;APARTMENT;DUPLEX;2.0;2.0;Antwerp;Antwerpen;2000;116.0;JUST_RENOVATED;1910.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;D;449000.0
220627;APARTMENT;FLAT_STUDIO;1.0;1.0;Antwerp;Antwerpen;2000;30.0;TO_BE_DONE_UP;1895.0;2.0;NON_FLOOD_ZONE;;NOT_INSTALLED;TRUE;1.0;;E;145000.0
220629;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;86.0;AS_NEW;2020.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;TRUE;A;545000.0
220636;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;46.0;;1968.0;;;GAS;INSTALLED;;1.0;;C;193000.0
220639;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;85.0;;2014.0;;;GAS;HYPER_EQUIPPED;;1.0;TRUE;A;365000.0
220640;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;65.0;AS_NEW;2022.0;;;GAS;HYPER_EQUIPPED;;1.0;TRUE;A;395000.0
220642;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;109.0;AS_NEW;1905.0;2.0;;;HYPER_EQUIPPED;;2.0;TRUE;;765000.0
220643;APARTMENT;APARTMENT;1.0;1.0;Antwerp;ANTWERPEN 2000;2000;61.0;;2022.0;;;GAS;HYPER_EQUIPPED;;2.0;TRUE;A;350000.0
220644;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Antwerpen;2000;188.0;AS_NEW;2012.0;;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;B;965000.0
220654;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;93.0;AS_NEW;2020.0;;POSSIBLE_FLOOD_ZONE;;;;1.0;TRUE;A;529000.0
220657;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Antwerpen;2000;119.0;AS_NEW;1964.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;439000.0
220661;APARTMENT;FLAT_STUDIO;1.0;1.0;Antwerp;Antwerpen;2000;43.0;GOOD;1974.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;;C;189000.0
220664;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;696600.0
220673;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;56.0;TO_BE_DONE_UP;1959.0;2.0;NON_FLOOD_ZONE;;SEMI_EQUIPPED;TRUE;1.0;;C;199000.0
220676;HOUSE;HOUSE;4.0;2.0;Antwerp;Antwerpen;2000;143.0;AS_NEW;1949.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;2.0;;B;695000.0
220682;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;108.0;AS_NEW;2019.0;2.0;;;HYPER_EQUIPPED;;1.0;TRUE;;609000.0
220686;APARTMENT;DUPLEX;2.0;1.0;Antwerp;Antwerpen;2000;137.0;AS_NEW;2010.0;2.0;;GAS;HYPER_EQUIPPED;;2.0;TRUE;B;725000.0
220689;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;95.0;AS_NEW;1958.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;1.0;;B;319000.0
220691;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;105.0;GOOD;1946.0;2.0;;GAS;USA_INSTALLED;TRUE;1.0;;B;395000.0
220697;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;21.0;AS_NEW;2014.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;;A;126500.0
220708;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;105.0;AS_NEW;2017.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;A;449000.0
220714;APARTMENT;KOT;1.0;1.0;Antwerp;Antwerpen;2000;17.0;AS_NEW;2019.0;;;;;;1.0;TRUE;A;159000.0
220716;APARTMENT;DUPLEX;2.0;2.0;Antwerp;Antwerpen;2000;184.0;AS_NEW;2017.0;2.0;;GAS;;;2.0;TRUE;B;849000.0
220719;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;46.0;GOOD;1962.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;;A;205000.0
220724;HOUSE;EXCEPTIONAL_PROPERTY;4.0;2.0;Antwerp;Antwerpen;2000;233.0;;1985.0;2.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;TRUE;5.0;TRUE;C;549000.0
220734;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;93.0;GOOD;1956.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;350000.0
220736;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;102.0;GOOD;1964.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;TRUE;B;455000.0
220737;APARTMENT;LOFT;2.0;1.0;Antwerp;Antwerpen;2000;180.0;AS_NEW;2001.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;B;579000.0
220744;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;240.0;GOOD;1997.0;;;GAS;HYPER_EQUIPPED;TRUE;3.0;;A;800000.0
220766;HOUSE;HOUSE;2.0;2.0;Antwerp;Antwerpen;2000;184.0;AS_NEW;2017.0;2.0;;GAS;;;2.0;TRUE;B;849000.0
220770;APARTMENT;FLAT_STUDIO;1.0;1.0;Antwerp;Antwerpen;2000;43.0;GOOD;1974.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;;D;189000.0
220772;APARTMENT;APARTMENT;4.0;4.0;Antwerp;Antwerpen;2000;76.0;AS_NEW;2014.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;4.0;TRUE;A;510000.0
220773;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;729000.0
220774;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;729000.0
220775;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;745200.0
220776;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;769500.0
220777;APARTMENT;APARTMENT;3.0;2.0;Antwerp;Antwerpen;2000;162.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;785700.0
220780;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;59.0;AS_NEW;2024.0;;;;HYPER_EQUIPPED;;1.0;TRUE;;470000.0
220782;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;88.0;AS_NEW;2025.0;;;;HYPER_EQUIPPED;;1.0;TRUE;;760000.0
220785;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;92.0;AS_NEW;2016.0;;;GAS;;;1.0;TRUE;A;525000.0
220803;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;18.0;AS_NEW;2014.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;;A;127500.0
220805;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;59.0;AS_NEW;2025.0;;;;HYPER_EQUIPPED;;1.0;TRUE;;450000.0
220814;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;62.0;AS_NEW;2021.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;;A;240000.0
220836;HOUSE;HOUSE;2.0;1.0;Antwerp;Antwerpen;2000;123.0;AS_NEW;2024.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;;598000.0
220837;HOUSE;HOUSE;2.0;1.0;Antwerp;Antwerpen;2000;119.0;AS_NEW;2024.0;3.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;;610000.0
220848;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;57.0;;2021.0;2.0;NON_FLOOD_ZONE;;;;1.0;TRUE;A;305000.0
220862;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;89.0;AS_NEW;2021.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;;485000.0
220869;APARTMENT;PENTHOUSE;3.0;2.0;Antwerp;Antwerpen;2000;130.0;AS_NEW;2021.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;;799000.0
220878;HOUSE;HOUSE;2.0;1.0;Antwerp;Antwerpen;2000;119.0;AS_NEW;2021.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;;598000.0
220887;HOUSE;HOUSE;2.0;1.0;Antwerp;Antwerpen;2000;111.0;AS_NEW;2025.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;2.0;TRUE;A;625000.0
220892;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;144.0;AS_NEW;2025.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;2.0;TRUE;;889000.0
220894;APARTMENT;PENTHOUSE;3.0;2.0;Antwerp;Antwerpen;2000;130.0;AS_NEW;2021.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;;799000.0
220895;APARTMENT;PENTHOUSE;3.0;2.0;Antwerp;Antwerpen;2000;130.0;AS_NEW;2021.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;;799000.0
220900;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;97.0;AS_NEW;2025.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;1.0;TRUE;A;545500.0
220901;APARTMENT;APARTMENT;2.0;2.0;Antwerp;Antwerpen;2000;95.0;;2022.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;2.0;TRUE;A;945000.0
220929;APARTMENT;APARTMENT;3.0;1.0;Antwerp;ANTWERPEN;2000;130.0;TO_BE_DONE_UP;1938.0;;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;TRUE;2.0;TRUE;D;395000.0
220930;APARTMENT;LOFT;1.0;1.0;Antwerp;ANTWERPEN;2000;160.0;GOOD;1955.0;;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;C;595000.0
220934;APARTMENT;APARTMENT;3.0;2.0;Antwerp;ANTWERPEN;2000;107.0;GOOD;2019.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;TRUE;A;654000.0
220935;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Antwerpen;2000;120.0;GOOD;1963.0;;NON_FLOOD_ZONE;;SEMI_EQUIPPED;;2.0;TRUE;B;375000.0
220938;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Antwerpen;2000;94.0;GOOD;1971.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;C;288000.0
220940;APARTMENT;KOT;1.0;1.0;Antwerp;Antwerpen;2000;18.0;GOOD;2016.0;2.0;;GAS;;;1.0;;A;130000.0
220943;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;35.0;GOOD;1971.0;2.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;TRUE;C;158000.0
220944;APARTMENT;APARTMENT;1.0;1.0;Antwerp;ANTWERPEN;2000;125.0;GOOD;1950.0;3.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;TRUE;1.0;;D;495000.0
220945;HOUSE;HOUSE;3.0;1.0;Antwerp;ANTWERPEN;2000;133.0;TO_RENOVATE;1946.0;2.0;POSSIBLE_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;;F;390000.0
220947;HOUSE;HOUSE;2.0;1.0;Antwerp;Antwerpen;2000;123.0;AS_NEW;2023.0;3.0;NON_FLOOD_ZONE;ELECTRIC;HYPER_EQUIPPED;TRUE;2.0;TRUE;A+;589000.0
