Unnamed: 0;type;subtype;bedroomCount;bathroomCount;province;locality;postCode;habitableSurface;buildingCondition;buildingConstructionYear;facedeCount;floodZoneType;heatingType;kitchenType;hasLivingRoom;toiletCount;hasTerrace;epcScore;price
12655;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Zeebrugge;8380;66.0;GOOD;2003.0;2.0;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;TRUE;1.0;;C;199000.0
12666;HOUSE;VILLA;4.0;2.0;Flemish Brabant;SINT-PIETERS-LEEUW;1600;222.0;GOOD;1981.0;4.0;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;TRUE;3.0;TRUE;E;569000.0
12667;APARTMENT;APARTMENT;1.0;1.0;West Flanders;Middelkerke;8430;59.0;GOOD;1978.0;3.0;;GAS;INSTALLED;;1.0;;C;185000.0
12668;APARTMENT;APARTMENT;2.0;1.0;West Flanders;De Panne;8660;95.0;GOOD;2008.0;4.0;;GAS;INSTALLED;;1.0;TRUE;A;295000.0
12669;APARTMENT;APARTMENT;2.0;1.0;West Flanders;De Panne;8660;77.0;GOOD;2013.0;;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;A;305000.0
12670;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Gent;9000;75.0;GOOD;2013.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;395000.0
12671;HOUSE;HOUSE;3.0;1.0;East Flanders;Zwalm;9630;194.0;AS_NEW;2024.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;A;415000.0
12673;HOUSE;HOUSE;3.0;1.0;East Flanders;Gent;9000;144.0;AS_NEW;2024.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;;2.0;TRUE;A;495000.0
12674;APARTMENT;LOFT;3.0;2.0;Flemish Brabant;Rhode-Saint-Genèse;1640;180.0;JUST_RENOVATED;2025.0;;;ELECTRIC;;TRUE;1.0;TRUE;;539000.0
12675;HOUSE;HOUSE;4.0;3.0;Brussels;Bruxelles;1120;271.0;AS_NEW;2023.0;3.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;3.0;TRUE;A;770000.0
12679;HOUSE;APARTMENT_BLOCK;5.0;4.0;Hainaut;Braine-le-Comte;7090;260.0;GOOD;1918.0;2.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;4.0;TRUE;C;390000.0
12680;HOUSE;MIXED_USE_BUILDING;3.0;1.0;Limburg;Lummen;3560;136.0;;2023.0;;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;;A;430000.0
12681;HOUSE;HOUSE;3.0;1.0;East Flanders;OOSTAKKER;9041;137.0;;1990.0;;NON_FLOOD_ZONE;PELLET;INSTALLED;TRUE;3.0;TRUE;D;465000.0
12682;HOUSE;VILLA;3.0;1.0;Walloon Brabant;Waterloo;1410;150.0;AS_NEW;1976.0;4.0;;ELECTRIC;INSTALLED;TRUE;1.0;TRUE;E;645000.0
12683;HOUSE;HOUSE;7.0;1.0;Walloon Brabant;TUBIZE;1480;400.0;GOOD;2010.0;4.0;;GAS;INSTALLED;TRUE;2.0;TRUE;D;650000.0
12685;HOUSE;VILLA;5.0;2.0;Flemish Brabant;Hoeilaart;1560;278.0;GOOD;1981.0;4.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;3.0;TRUE;D;795000.0
12686;HOUSE;MANSION;4.0;2.0;East Flanders;Gent;9000;239.0;GOOD;1907.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;3.0;TRUE;C;1050000.0
12690;HOUSE;VILLA;2.0;1.0;Hainaut;THUIN;6530;95.0;TO_BE_DONE_UP;1973.0;4.0;;FUELOIL;SEMI_EQUIPPED;TRUE;1.0;;E;285000.0
12691;HOUSE;HOUSE;3.0;1.0;East Flanders;DEINZE;9800;214.0;GOOD;1970.0;;NON_FLOOD_ZONE;FUELOIL;;;2.0;;E;298000.0
12695;HOUSE;HOUSE;4.0;1.0;East Flanders;Sint-Pauwels;9170;163.0;TO_BE_DONE_UP;1970.0;;NON_FLOOD_ZONE;FUELOIL;INSTALLED;;1.0;TRUE;F;439000.0
12696;HOUSE;HOUSE;4.0;1.0;East Flanders;Aalter;9880;172.0;GOOD;2018.0;;NON_FLOOD_ZONE;GAS;;;2.0;;B;468000.0
12697;HOUSE;HOUSE;5.0;1.0;Flemish Brabant;SINT-GENESIUS-RODE;1640;310.0;GOOD;1939.0;3.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;C;710000.0
12699;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Merksem;2170;66.0;TO_RENOVATE;1955.0;2.0;POSSIBLE_N_CIRCUMSCRIBED_WATERSIDE_ZONE;GAS;;;1.0;;B;139000.0
12700;APARTMENT;APARTMENT;2.0;1.0;Antwerp;KONTICH;2550;94.0;JUST_RENOVATED;1970.0;;NON_FLOOD_ZONE;FUELOIL;INSTALLED;;1.0;TRUE;C;318000.0
12702;HOUSE;HOUSE;3.0;1.0;Hainaut;Chapelle-lez-herlaimont;7160;97.0;TO_RENOVATE;1950.0;2.0;NON_FLOOD_ZONE;PELLET;NOT_INSTALLED;;1.0;TRUE;G;99000.0
12703;APARTMENT;KOT;1.0;1.0;Flemish Brabant;LEUVEN;3000;26.0;JUST_RENOVATED;1918.0;;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;;B;225000.0
12706;HOUSE;HOUSE;4.0;1.0;Limburg;Genk;3600;164.0;TO_RENOVATE;1960.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;;F;319000.0
12707;HOUSE;HOUSE;2.0;1.0;Antwerp;LIER;2500;234.0;AS_NEW;2008.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;2.0;TRUE;B;649000.0
12709;HOUSE;VILLA;6.0;2.0;Antwerp;Brasschaat;2930;431.0;GOOD;1960.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;;C;1139000.0
12711;HOUSE;HOUSE;3.0;1.0;Antwerp;Heist-op-den-Berg Booischot;2221;124.0;AS_NEW;2023.0;3.0;NON_FLOOD_ZONE;GAS;;;2.0;TRUE;A;365000.0
12714;HOUSE;EXCEPTIONAL_PROPERTY;2.0;1.0;Liège;Burdinne;4210;210.0;AS_NEW;2010.0;3.0;NON_FLOOD_ZONE;PELLET;INSTALLED;;2.0;TRUE;D;379000.0
12715;HOUSE;TOWN_HOUSE;3.0;1.0;Antwerp;Antwerpen;2170;180.0;GOOD;1998.0;3.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;;2.0;TRUE;B;455000.0
12716;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Ronse;9600;107.0;GOOD;1951.0;2.0;;;INSTALLED;;1.0;;B;175000.0
12730;HOUSE;HOUSE;2.0;1.0;Limburg;Kortessem;3720;131.0;JUST_RENOVATED;1931.0;2.0;NON_FLOOD_ZONE;GAS;;;2.0;;B;293000.0
12732;HOUSE;MANSION;4.0;1.0;Antwerp;Westerlo;2260;265.0;TO_BE_DONE_UP;1918.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;TRUE;2.0;;F;449000.0
12733;HOUSE;HOUSE;3.0;1.0;East Flanders;HEUSDEN;9070;115.0;GOOD;1925.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;TRUE;B;465000.0
12734;HOUSE;HOUSE;5.0;1.0;Antwerp;Geel;2440;200.0;;2025.0;2.0;NON_FLOOD_ZONE;;INSTALLED;;2.0;;A;625000.0
12735;HOUSE;HOUSE;4.0;3.0;Walloon Brabant;Waterloo;1410;346.0;AS_NEW;1990.0;4.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;4.0;TRUE;D;890000.0
12736;HOUSE;BUNGALOW;2.0;1.0;Flemish Brabant;Sint-Kwintens-Lennik;1750;87.0;TO_BE_DONE_UP;1971.0;4.0;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;TRUE;1.0;TRUE;F;299000.0
12738;APARTMENT;APARTMENT;1.0;1.0;Antwerp;Antwerpen;2000;64.0;GOOD;2005.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;C;285000.0
12739;APARTMENT;APARTMENT;2.0;1.0;Flemish Brabant;STROMBEEK-BEVER;1853;85.0;GOOD;2020.0;3.0;POSSIBLE_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;335000.0
12741;APARTMENT;APARTMENT;1.0;1.0;East Flanders;SINT-DENIJS-WESTREM;9051;63.0;GOOD;1996.0;2.0;NON_FLOOD_ZONE;ELECTRIC;NOT_INSTALLED;;1.0;TRUE;D;135000.0
12742;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Oostende;8400;54.0;GOOD;2009.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;B;144000.0
12744;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Oostende;8400;67.0;TO_RENOVATE;1979.0;;NON_FLOOD_ZONE;GAS;;TRUE;1.0;TRUE;B;159000.0
12745;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Vlierzele;9520;102.0;GOOD;1983.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;E;174900.0
12746;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Gavere;9890;55.0;GOOD;1996.0;2.0;NON_FLOOD_ZONE;FUELOIL;;TRUE;1.0;TRUE;C;178000.0
12748;APARTMENT;APARTMENT;2.0;1.0;Antwerp;DEURNE;2100;95.0;TO_BE_DONE_UP;1965.0;;NON_FLOOD_ZONE;;INSTALLED;TRUE;1.0;TRUE;B;189500.0
12749;APARTMENT;FLAT_STUDIO;1.0;1.0;Flemish Brabant;Leuven;3000;23.0;GOOD;1964.0;2.0;NON_FLOOD_ZONE;FUELOIL;SEMI_EQUIPPED;;1.0;TRUE;C;190000.0
12750;APARTMENT;APARTMENT;2.0;1.0;Antwerp;MORTSEL;2640;99.0;TO_BE_DONE_UP;1960.0;2.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;TRUE;C;195000.0
12753;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Borgerhout;2140;92.0;GOOD;1966.0;3.0;NON_FLOOD_ZONE;;;;1.0;TRUE;C;219000.0
12756;APARTMENT;APARTMENT;2.0;1.0;Antwerp;ANTWERPEN;2060;89.0;JUST_RENOVATED;2017.0;2.0;RECOGNIZED_FLOOD_ZONE;;INSTALLED;;1.0;TRUE;C;229000.0
12757;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Oostende;8400;70.0;GOOD;2004.0;;NON_FLOOD_ZONE;;INSTALLED;TRUE;1.0;TRUE;B;234000.0
12758;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Deurne (2100);2100;110.0;TO_RENOVATE;1973.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;D;235000.0
12759;APARTMENT;APARTMENT;1.0;1.0;Antwerp;EKEREN;2180;67.0;AS_NEW;2018.0;3.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;TRUE;A;245000.0
12760;APARTMENT;GROUND_FLOOR;2.0;1.0;Antwerp;BRECHT;2960;109.0;GOOD;1989.0;2.0;NON_FLOOD_ZONE;GAS;;;1.0;;B;249000.0
12761;APARTMENT;APARTMENT;4.0;1.0;East Flanders;SINT-NIKLAAS;9100;160.0;GOOD;1974.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;2.0;TRUE;D;250000.0
12762;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Merksem;2170;89.0;GOOD;2007.0;;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;A;255000.0
12763;APARTMENT;APARTMENT;3.0;1.0;West Flanders;Tielt (8700);8700;146.0;GOOD;2005.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;B;255000.0
12764;APARTMENT;APARTMENT;3.0;1.0;Antwerp;WILRIJK;2610;110.0;TO_BE_DONE_UP;1958.0;;NON_FLOOD_ZONE;FUELOIL;SEMI_EQUIPPED;TRUE;1.0;TRUE;D;259000.0
12765;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Oudenaarde;9700;79.0;GOOD;2007.0;2.0;POSSIBLE_FLOOD_ZONE;GAS;;TRUE;2.0;TRUE;B;259000.0
12766;APARTMENT;APARTMENT;1.0;1.0;Antwerp;ANTWERPEN;2180;70.0;GOOD;1968.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;;B;265000.0
12767;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Beerse;2340;103.0;GOOD;1996.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;B;265000.0
12769;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Merksem;2170;108.0;AS_NEW;1968.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;B;269000.0
12770;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Deurne;2100;117.0;TO_BE_DONE_UP;1974.0;2.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;2.0;TRUE;C;279000.0
12771;APARTMENT;APARTMENT;3.0;1.0;Antwerp;EDEGEM;2650;109.0;GOOD;1978.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;B;279000.0
12773;APARTMENT;APARTMENT;1.0;1.0;Antwerp;DUFFEL;2570;81.0;JUST_RENOVATED;1930.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;B;287000.0
12774;APARTMENT;APARTMENT;2.0;1.0;Liège;HUY;4500;93.0;JUST_RENOVATED;1930.0;2.0;NON_FLOOD_ZONE;;INSTALLED;TRUE;2.0;TRUE;B;289000.0
12775;APARTMENT;APARTMENT;1.0;1.0;West Flanders;MIDDELKERKE;8430;60.0;GOOD;1978.0;;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;B;289000.0
12776;APARTMENT;APARTMENT;1.0;1.0;Brussels;WOLUWE-SAINT-PIERRE;1150;60.0;AS_NEW;1991.0;2.0;;ELECTRIC;INSTALLED;TRUE;1.0;TRUE;E;290000.0
12777;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Eeklo;9900;80.0;GOOD;2011.0;;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;B;290000.0
12778;APARTMENT;APARTMENT;1.0;1.0;Brussels;WOLUWE-SAINT-PIERRE;1150;70.0;GOOD;1950.0;2.0;;FUELOIL;SEMI_EQUIPPED;TRUE;1.0;TRUE;D;295000.0
12779;APARTMENT;DUPLEX;2.0;1.0;Antwerp;WESTMEERBEEK;2235;123.0;GOOD;2005.0;4.0;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;TRUE;C;295000.0
12780;APARTMENT;APARTMENT;2.0;1.0;West Flanders;KOKSIJDE;8670;65.0;AS_NEW;1964.0;2.0;;GAS;USA_HYPER_EQUIPPED;TRUE;1.0;TRUE;C;295000.0
12781;APARTMENT;APARTMENT;3.0;1.0;Antwerp;BERCHEM;2600;94.0;JUST_RENOVATED;1973.0;;;GAS;INSTALLED;TRUE;1.0;TRUE;B;299500.0
12782;APARTMENT;APARTMENT;1.0;1.0;West Flanders;Heist-aan-Zee;8301;53.0;TO_BE_DONE_UP;1977.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;D;315000.0
12783;APARTMENT;APARTMENT;3.0;1.0;East Flanders;Temse;9140;112.0;AS_NEW;2021.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;;1.0;TRUE;A;315000.0
12785;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Bredene;8450;87.0;GOOD;2014.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;A;319000.0
12786;APARTMENT;APARTMENT;3.0;1.0;Limburg;Opglabbeek;3660;144.0;GOOD;1997.0;;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;B;325000.0
12787;APARTMENT;APARTMENT;2.0;1.0;Antwerp;Heist-Op-Den-Berg;2220;107.0;GOOD;2007.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;TRUE;A;329000.0
12788;APARTMENT;APARTMENT;3.0;1.0;East Flanders;Aalst (9300);9300;131.0;GOOD;1991.0;;NON_FLOOD_ZONE;;;TRUE;2.0;TRUE;B;335000.0
12790;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Nieuwpoort;8620;65.0;GOOD;1979.0;;POSSIBLE_FLOOD_ZONE;;;;1.0;TRUE;B;340000.0
12791;APARTMENT;APARTMENT;3.0;2.0;Antwerp;KONTICH;2550;152.0;GOOD;2001.0;2.0;NON_FLOOD_ZONE;;INSTALLED;;3.0;TRUE;B;348800.0
12792;APARTMENT;APARTMENT;2.0;1.0;Flemish Brabant;Wezemaal;3111;101.0;GOOD;2016.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;B;358000.0
12793;APARTMENT;APARTMENT;2.0;2.0;Brussels;Woluwe-Saint-Lambert;1200;89.0;GOOD;2002.0;3.0;NON_FLOOD_ZONE;ELECTRIC;HYPER_EQUIPPED;;2.0;TRUE;E;360000.0
12794;APARTMENT;APARTMENT;3.0;1.0;Antwerp;BERCHEM;2600;118.0;TO_BE_DONE_UP;1977.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;C;365000.0
12796;APARTMENT;APARTMENT;2.0;1.0;East Flanders;Oudenaarde;9700;98.0;GOOD;2002.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;1.0;TRUE;B;375000.0
12797;APARTMENT;APARTMENT;3.0;1.0;Namur;GEMBLOUX;5030;100.0;GOOD;2014.0;4.0;;GAS;SEMI_EQUIPPED;TRUE;2.0;TRUE;A;379000.0
12798;APARTMENT;DUPLEX;4.0;2.0;East Flanders;Aalst (9300);9300;166.0;AS_NEW;1966.0;;NON_FLOOD_ZONE;;;;2.0;TRUE;B;379000.0
12799;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Oostende;8400;87.0;TO_BE_DONE_UP;2020.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;B;385000.0
12800;APARTMENT;APARTMENT;3.0;2.0;Antwerp;ANTWERPEN;2610;137.0;AS_NEW;1959.0;2.0;NON_FLOOD_ZONE;FUELOIL;INSTALLED;TRUE;2.0;TRUE;B;389000.0
12803;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Heist-aan-Zee;8301;99.0;TO_BE_DONE_UP;1992.0;2.0;NON_FLOOD_ZONE;ELECTRIC;INSTALLED;TRUE;1.0;TRUE;D;398000.0
12804;APARTMENT;PENTHOUSE;2.0;1.0;Antwerp;ANTWERPEN;2000;107.0;GOOD;1975.0;2.0;NON_FLOOD_ZONE;;INSTALLED;TRUE;1.0;TRUE;B;399000.0
12805;APARTMENT;PENTHOUSE;3.0;2.0;Antwerp;LIER;2500;139.0;JUST_RENOVATED;1982.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;TRUE;A;399000.0
12806;APARTMENT;GROUND_FLOOR;3.0;2.0;Brussels;Woluwe-Saint-Pierre;1150;113.0;TO_RENOVATE;1974.0;3.0;;GAS;INSTALLED;TRUE;2.0;TRUE;E;400000.0
12807;APARTMENT;APARTMENT;2.0;1.0;Walloon Brabant;Genval;1332;95.0;JUST_RENOVATED;1959.0;;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;C;420000.0
12808;APARTMENT;SERVICE_FLAT;1.0;1.0;West Flanders;Oostende;8400;98.0;GOOD;2022.0;;NON_FLOOD_ZONE;;;;1.0;TRUE;A;425000.0
12809;APARTMENT;APARTMENT;3.0;1.0;Antwerp;KESSEL;2560;133.0;GOOD;2020.0;3.0;NON_FLOOD_ZONE;;INSTALLED;TRUE;1.0;TRUE;A;445000.0
12810;APARTMENT;APARTMENT;2.0;2.0;West Flanders;Heist-aan-Zee;8301;110.0;GOOD;2008.0;2.0;NON_FLOOD_ZONE;;;TRUE;2.0;TRUE;C;450000.0
12812;APARTMENT;APARTMENT;2.0;1.0;Flemish Brabant;Sterrebeek;1933;80.0;AS_NEW;2019.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;1.0;TRUE;A;469000.0
12813;APARTMENT;APARTMENT;2.0;1.0;Flemish Brabant;Tervuren;3080;80.0;AS_NEW;2019.0;;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;1.0;TRUE;A;469000.0
12814;APARTMENT;APARTMENT;3.0;2.0;West Flanders;Heist-aan-Zee;8301;120.0;GOOD;2007.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;A;549000.0
12815;APARTMENT;APARTMENT;3.0;1.0;Brussels;Uccle;1180;183.0;TO_BE_DONE_UP;1967.0;2.0;NON_FLOOD_ZONE;;HYPER_EQUIPPED;TRUE;2.0;TRUE;D;560000.0
12818;APARTMENT;DUPLEX;4.0;2.0;West Flanders;Knokke;8300;110.0;GOOD;2024.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;2.0;TRUE;B;649500.0
12819;APARTMENT;APARTMENT;3.0;3.0;Brussels;Woluwe-Saint-Pierre;1150;170.0;GOOD;1965.0;2.0;NON_FLOOD_ZONE;FUELOIL;HYPER_EQUIPPED;TRUE;2.0;TRUE;C;655000.0
12820;APARTMENT;APARTMENT;3.0;1.0;West Flanders;Tielt (8700);8700;317.0;GOOD;2002.0;;NON_FLOOD_ZONE;;;TRUE;4.0;TRUE;B;665000.0
12821;APARTMENT;APARTMENT;3.0;2.0;East Flanders;Oudenaarde;9700;205.0;GOOD;1999.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;3.0;TRUE;B;685000.0
12822;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Heist-aan-Zee;8301;95.0;GOOD;2020.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;A;795000.0
12826;APARTMENT;PENTHOUSE;3.0;2.0;Flemish Brabant;Herent;3020;173.0;AS_NEW;2023.0;;NON_FLOOD_ZONE;;;TRUE;2.0;TRUE;A;975000.0
12828;APARTMENT;APARTMENT;3.0;1.0;West Flanders;Knokke;8300;79.0;JUST_RENOVATED;1964.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;B;1050000.0
12829;APARTMENT;APARTMENT;3.0;2.0;West Flanders;Knokke;8300;110.0;JUST_RENOVATED;2001.0;2.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;2.0;TRUE;B;1125000.0
12834;APARTMENT;APARTMENT;2.0;1.0;Flemish Brabant;Drogenbos;1620;76.0;TO_BE_DONE_UP;1979.0;3.0;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;D;245000.0
12835;HOUSE;HOUSE;3.0;2.0;Liège;Dison;4821;142.0;AS_NEW;2023.0;2.0;NON_FLOOD_ZONE;;NOT_INSTALLED;;2.0;;A;328500.0
12836;HOUSE;HOUSE;4.0;1.0;Flemish Brabant;GALMAARDEN;1570;144.0;;2024.0;;NON_FLOOD_ZONE;;INSTALLED;TRUE;2.0;;A+;369000.0
12838;APARTMENT;APARTMENT;2.0;1.0;West Flanders;Zeebrugge;8380;85.0;GOOD;2010.0;;NON_FLOOD_ZONE;;;TRUE;1.0;TRUE;B;449000.0
12840;HOUSE;VILLA;2.0;1.0;Flemish Brabant;Vilvoorde;1800;149.0;AS_NEW;1998.0;4.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;2.0;TRUE;B;569000.0
12841;HOUSE;CHALET;2.0;1.0;Antwerp;Wechelderzande;2275;78.0;GOOD;2003.0;4.0;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;1.0;TRUE;D;119000.0
12842;HOUSE;HOUSE;2.0;1.0;Antwerp;HERENTALS;2200;140.0;TO_RENOVATE;1951.0;3.0;NON_FLOOD_ZONE;GAS;NOT_INSTALLED;;1.0;TRUE;F;160000.0
12843;HOUSE;MIXED_USE_BUILDING;3.0;1.0;East Flanders;Zottegem;9620;211.0;;1900.0;2.0;NON_FLOOD_ZONE;GAS;;TRUE;2.0;TRUE;D;249000.0
12844;HOUSE;HOUSE;3.0;1.0;East Flanders;BEVEREN-KRUIBEKE-ZWIJNDRECHT;9120;132.0;TO_RENOVATE;1979.0;;NON_FLOOD_ZONE;GAS;SEMI_EQUIPPED;TRUE;2.0;;D;285000.0
12845;HOUSE;HOUSE;2.0;1.0;East Flanders;Deinze;9800;158.0;TO_BE_DONE_UP;1965.0;;NON_FLOOD_ZONE;GAS;INSTALLED;TRUE;1.0;TRUE;F;339000.0
12847;HOUSE;VILLA;3.0;1.0;East Flanders;Maldegem;9990;215.0;GOOD;2008.0;;NON_FLOOD_ZONE;;;TRUE;1.0;;A;635000.0
12850;HOUSE;HOUSE;5.0;3.0;Brussels;Auderghem;1160;252.0;GOOD;1930.0;4.0;;GAS;HYPER_EQUIPPED;TRUE;4.0;TRUE;D;795000.0
12854;HOUSE;HOUSE;3.0;1.0;Antwerp;Mechelen;2800;90.0;TO_RENOVATE;1874.0;2.0;NON_FLOOD_ZONE;;SEMI_EQUIPPED;;1.0;TRUE;F;197000.0
12857;HOUSE;HOUSE;3.0;1.0;East Flanders;GERAARDSBERGEN;9500;180.0;;2024.0;3.0;;;INSTALLED;;1.0;;A;390000.0
12858;HOUSE;HOUSE;3.0;1.0;East Flanders;GERAARDSBERGEN;9500;180.0;;2024.0;3.0;;;INSTALLED;;1.0;;A;390000.0
12860;APARTMENT;APARTMENT;3.0;1.0;Antwerp;Berchem (2600);2600;108.0;JUST_RENOVATED;1951.0;;;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;B;395000.0
12861;APARTMENT;APARTMENT;2.0;1.0;Walloon Brabant;Ottignies-Louvain-la-Neuve;1348;90.0;AS_NEW;2008.0;2.0;NON_FLOOD_ZONE;GAS;HYPER_EQUIPPED;TRUE;1.0;TRUE;B;425000.0
12862;HOUSE;APARTMENT_BLOCK;3.0;4.0;West Flanders;Oostende;8400;199.0;GOOD;1951.0;;NON_FLOOD_ZONE;ELECTRIC;;TRUE;4.0;;C;449000.0
12863;HOUSE;HOUSE;3.0;1.0;Antwerp;Bonheiden;2820;192.0;;1954.0;;;GAS;;;1.0;;B;495000.0
12866;HOUSE;APARTMENT_BLOCK;5.0;3.0;Antwerp;Deurne;2100;245.0;AS_NEW;1975.0;;NON_FLOOD_ZONE;GAS;;TRUE;3.0;;C;625000.0
12869;HOUSE;HOUSE;4.0;1.0;East Flanders;BAARDEGEM;9310;157.0;;1950.0;;NON_FLOOD_ZONE;GAS;;;1.0;TRUE;E;349000.0
12876;HOUSE;HOUSE;3.0;1.0;Antwerp;TURNHOUT;2300;220.0;TO_BE_DONE_UP;1977.0;3.0;NON_FLOOD_ZONE;FUELOIL;SEMI_EQUIPPED;;2.0;TRUE;C;375000.0
12877;HOUSE;HOUSE;4.0;2.0;Limburg;Beverlo;3581;185.0;AS_NEW;2004.0;4.0;NON_FLOOD_ZONE;GAS;INSTALLED;;2.0;TRUE;B;459000.0
12878;HOUSE;APARTMENT_BLOCK;6.0;4.0;Antwerp;TURNHOUT;2300;253.0;GOOD;1995.0;2.0;RECOGNIZED_FLOOD_ZONE;GAS;SEMI_EQUIPPED;;4.0;TRUE;B;599000.0
